,Info_By_EuropePMC_Api
hasEvaluations,N
authMan,Y
epmcAuthMan,N
nihAuthMan,Y
manuscriptId,NIHMS1931472
hasTMAccessionNumbers,N
dateOfCreation,2024-02-08
firstIndexDate,2024-02-08
fullTextReceivedDate,2024-02-09
dateOfRevision,2024-02-11
electronicPublicationDate,2023-04-30
firstPublicationDate,2023-04-30
