,Info_By_EuropePMC_Api
grantsList,"OrderedDict([('grant', OrderedDict([('grantId', '20IA2001'), ('agency', 'Ministry of Health, Labour and Welfare Policy Research Grants, Research on Region Medical'), ('orderIn', '0')]))])"
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Retrospective Studies')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Semantics')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Hospitals, University')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Risk Management'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Patient Safety')])])])"
keywordList,"OrderedDict([('keyword', ['Artificial intelligence', 'Safety management', 'Decision Making, Computer-assisted'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1136/bmjhci-2023-100935')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11033660')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11033660?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by-nc
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-04-22
dateOfCreation,2024-04-20
firstIndexDate,2024-04-22
fullTextReceivedDate,2024-04-24
dateOfRevision,2024-04-26
electronicPublicationDate,2024-04-19
firstPublicationDate,2024-04-19
