,Info_By_EuropePMC_Api
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-05-07
dateOfCreation,2024-05-07
firstIndexDate,2024-05-08
fullTextReceivedDate,2024-05-12
dateOfRevision,2024-05-10
electronicPublicationDate,2024-05-07
firstPublicationDate,2024-05-07
