,Info_By_EuropePMC_Api
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', '2021ZD0113702'), ('agency', 'Ministry of Science and Technology of the People´s Republic of China'), ('orderIn', '0')]), OrderedDict([('grantId', '20KYPT0003-10'), ('agency', ""Xi'an Municipal Bureau of Science and Technology,China""), ('orderIn', '0')]), OrderedDict([('grantId', '20KYPT0003-10'), ('agency', 'Xi&apos;an Municipal Bureau of Science and Technology,China'), ('orderIn', '0')])])])"
keywordList,"OrderedDict([('keyword', ['Feature Fusion', 'Sentiment Analysis', 'Mibe-roberta-ff-bilstm', 'New Word Discovery', 'Sentiment Annotation'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-56518-z')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10924897')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10924897?pdf=render')])])])"
commentCorrectionList,"OrderedDict([('commentCorrection', OrderedDict([('id', 'PPR782090'), ('source', 'PPR'), ('type', 'Preprint in'), ('note', 'CrossRef Pre-print loader'), ('orderIn', '10002')]))])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-03-09
firstIndexDate,2024-03-10
fullTextReceivedDate,2024-03-12
dateOfRevision,2024-03-12
electronicPublicationDate,2024-03-09
firstPublicationDate,2024-03-09
