anchor,a_text,target,t_text
aerosol–cloud_interaction,A process by which a perturbation to  aerosol  affects the microphysical properties and evolution of,radiative_forcing,"  Radiative forcing  The change in the net, downward minus upward, radiative  flux  (expressed in W "
aviiwater_content__remaining_equal__in_liquid_clouds__an_increase_in_cloud_droplet_concentration_and_surface_area_would_increase_the_cloud,"albedo . This effect is also known as the cloud albedo effect, first indirect effect, or Twomey effe",albedo,"  Albedo  The proportion of sunlight ( solar radiation ) reflected by a surface or object, often exp"
aerosol–radiation_interaction,"An interaction of  aerosol  directly with radiation produces radiative effects. In this report, two ",aerosol,"  Aerosol  A suspension of airborne solid or liquid particles, with typical particle size in the ran"
aerosol–radiation_interaction,"An interaction of  aerosol  directly with radiation produces radiative effects. In this report, two ",radiative_forcing,"  Radiative forcing  The change in the net, downward minus upward, radiative  flux  (expressed in W "
afforestation,Conversion to  forest  of land that historically has not contained forests. [Note: For a discussion ,forest,  Forest  A vegetation type dominated by trees. Many definitions of the term forest are in use throu
afforestation,Conversion to  forest  of land that historically has not contained forests. [Note: For a discussion ,reforestation,  Reforestation  Conversion to  forest  of land that has previously contained forests but that has b
afforestation,Conversion to  forest  of land that historically has not contained forests. [Note: For a discussion ,deforestation,  Deforestation  Conversion of  forest  to non-forest. [Note: For a discussion of the term forest an
afforestation,Conversion to  forest  of land that historically has not contained forests. [Note: For a discussion ,deforestation,  Deforestation  Conversion of  forest  to non-forest. [Note: For a discussion of the term forest an
afforestation,Conversion to  forest  of land that historically has not contained forests. [Note: For a discussion ,reforestation,  Reforestation  Conversion to  forest  of land that has previously contained forests but that has b
afforestation,Conversion to  forest  of land that historically has not contained forests. [Note: For a discussion ,anthropogenic_removals,  Anthropogenic removals  The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a res
afforestation,Conversion to  forest  of land that historically has not contained forests. [Note: For a discussion ,carbon_dioxide_removal__cdr_,  Carbon dioxide removal (CDR)  Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the
agreement,"In this Report, the degree of agreement within the scientific body of knowledge on a particular find",evidence,  Evidence  Data and information used in the scientific process to establish findings. In this repor
agreement,"In this Report, the degree of agreement within the scientific body of knowledge on a particular find",confidence,"  Confidence  The robustness of a finding based on the type, amount, quality and consistency of  evi"
agreement,"In this Report, the degree of agreement within the scientific body of knowledge on a particular find",likelihood,"  Likelihood  The chance of a specific outcome occurring, where this might be estimated probabilisti"
agreement,"In this Report, the degree of agreement within the scientific body of knowledge on a particular find",uncertainty,  Uncertainty  A state of incomplete knowledge that can result from a lack of information or from di
agreement,"In this Report, the degree of agreement within the scientific body of knowledge on a particular find",evidence,  Evidence  Data and information used in the scientific process to establish findings. In this repor
agricultural_and_ecological_drought,See  Drought .,drought,  Drought  An exceptional period of water shortage for existing  ecosystems  and the human populatio
air_mass,"A widespread body of air, the approximately homogeneous properties of which (i) have been establishe",region,  Region  Land  and/or  ocean  area characterized by specific geographical and/or climatological fea
air_mass,"A widespread body of air, the approximately homogeneous properties of which (i) have been establishe",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
air_mass,"A widespread body of air, the approximately homogeneous properties of which (i) have been establishe",aerosol,"  Aerosol  A suspension of airborne solid or liquid particles, with typical particle size in the ran"
air_mass,"A widespread body of air, the approximately homogeneous properties of which (i) have been establishe",short-lived_climate_forcers__slcfs_,  Short-lived climate forcers (SLCFs)  A set of chemically reactive compounds with short (relative t
airborne_fraction,The fraction of total  carbon dioxide (CO 2 )  emissions (from  fossil fuels  and  land-use change ),carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
airborne_fraction,The fraction of total  carbon dioxide (CO 2 )  emissions (from  fossil fuels  and  land-use change ),carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
airborne_fraction,The fraction of total  carbon dioxide (CO 2 )  emissions (from  fossil fuels  and  land-use change ),fossil_fuels,"  Fossil fuels  Carbon-based fuels from fossil hydrocarbon deposits, including coal, oil and natural"
airborne_fraction,The fraction of total  carbon dioxide (CO 2 )  emissions (from  fossil fuels  and  land-use change ),atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
albedo,"The proportion of sunlight ( solar radiation ) reflected by a surface or object, often expressed as ",solar_radiation,  Solar radiation  Electromagnetic radiation emitted by the Sun with a spectrum close to that of a b
albedo,"The proportion of sunlight ( solar radiation ) reflected by a surface or object, often expressed as ",ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
albedo,"The proportion of sunlight ( solar radiation ) reflected by a surface or object, often expressed as ",land_cover,"  Land cover  The biophysical coverage of  land  (e.g., bare soil, rocks,  forests , buildings and r"
altimetry,A technique for measuring the height of the Earth’s surface with respect to the geocentre of the Ear,geocentric_sea_level_change,  Geocentric sea level change  See  Sea level change (sea level rise/sea level fall) .
annular_modes,Hemispheric scale patterns of atmospheric variability characterized by opposing and synchronous fluc,northern_annular_mode__nam_,  Northern Annular Mode (NAM)  See  Annular modes .
annular_modes,Hemispheric scale patterns of atmospheric variability characterized by opposing and synchronous fluc,southern_annular_mode__sam_,  Southern Annular Mode (SAM)  See  Annular modes .
aviiover_the_polar_regions_and_higher-than-normal_pressures_in_the_southern_mid-latitudes__with_a_contraction_towards_antarctica_and_strengthening_of_the_westerly_wind_belt__the_negative_sam_phase_exhibits_positive_high-latitude_pressure_anomalies__negative_mid-latitude_pressure_anomalies_and_a_weaker_westerly_flow_expanded_towards_the_equator__see_section_aiv_2_2_in_annex_iv_of_the_ar6_wgi_report__see_also,Annular modes .,annular_modes,  Annular modes  Hemispheric scale patterns of atmospheric variability characterized by opposing and
anomaly,The deviation of a variable from its value averaged over a  reference period .,reference_period,"  Reference period  A time period of interest, or a period over which some relevant statistics are c"
antarctic_amplification,See  Polar amplification .,polar_amplification,  Polar amplification  Polar amplification describes the phenomenon where surface temperature change
antarctic_ice_sheet__ais_,See  Ice sheet .,ice_sheet,"  Ice sheet  An ice body originating on land that covers an area of continental size, generally defi"
antarctic_oscillation__aao_,See  Southern Annular Mode (SAM)  (under  Annular modes ).,southern_annular_mode__sam_,  Southern Annular Mode (SAM)  See  Annular modes .
antarctic_oscillation__aao_,See  Southern Annular Mode (SAM)  (under  Annular modes ).,annular_modes,  Annular modes  Hemispheric scale patterns of atmospheric variability characterized by opposing and
anthropocene,A proposed new geological epoch resulting from significant human-driven changes to the structure and,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
anthropocene,A proposed new geological epoch resulting from significant human-driven changes to the structure and,evidence,  Evidence  Data and information used in the scientific process to establish findings. In this repor
anthropogenic_emissions,"Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activiti",greenhouse_gases__ghgs_,"  Greenhouse gases (GHGs)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic"
anthropogenic_emissions,"Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activiti",precursors,"  Precursors  Atmospheric compounds that are not  greenhouse gases (GHGs)  or  aerosols , but that h"
anthropogenic_emissions,"Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activiti",fossil_fuels,"  Fossil fuels  Carbon-based fuels from fossil hydrocarbon deposits, including coal, oil and natural"
anthropogenic_emissions,"Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activiti",deforestation,  Deforestation  Conversion of  forest  to non-forest. [Note: For a discussion of the term forest an
anthropogenic_emissions,"Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activiti",land_use,"  Land use  The total of arrangements, activities and inputs applied to a parcel of  land . The term"
anthropogenic_emissions,"Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activiti",anthropogenic,  Anthropogenic  Resulting from or produced by human activities.
anthropogenic_emissions,"Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activiti",anthropogenic_removals,  Anthropogenic removals  The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a res
anthropogenic_removals,The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a result of deliberate human ac,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
anthropogenic_removals,The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a result of deliberate human ac,carbon_dioxide_removal__cdr_,  Carbon dioxide removal (CDR)  Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the
anthropogenic_removals,The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a result of deliberate human ac,afforestation,  Afforestation  Conversion to  forest  of land that historically has not contained forests. [Note: 
anthropogenic_removals,The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a result of deliberate human ac,enhanced_weathering,  Enhanced weathering  A proposed method to increase the natural rate of removal of  carbon dioxide 
anthropogenic_removals,The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a result of deliberate human ac,ocean_alkalinization_ocean_alkalinity_enhancement,  Ocean alkalinization/Ocean alkalinity enhancement  A proposed  carbon dioxide removal (CDR)  metho
anthropogenic_removals,The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a result of deliberate human ac,reforestation,  Reforestation  Conversion to  forest  of land that has previously contained forests but that has b
anthropogenic_subsidence,"Downward motion of the land surface induced by  anthropogenic  drivers (e.g., loading, extraction of",anthropogenic,  Anthropogenic  Resulting from or produced by human activities.
apparent_hydrological_sensitivity,( η a ) The change in global mean precipitation per degree Celsius of  global mean surface air tempe,global_mean_surface_air_temperature__gsat_,  Global mean surface air temperature (GSAT)  Global average of near-surface air temperatures over l
arctic_amplification,See  Polar amplification .,polar_amplification,  Polar amplification  Polar amplification describes the phenomenon where surface temperature change
arctic_oscillation__ao_,See  Northern Annular Mode (NAM)  (under  Annular modes ).,northern_annular_mode__nam_,  Northern Annular Mode (NAM)  See  Annular modes .
arctic_oscillation__ao_,See  Northern Annular Mode (NAM)  (under  Annular modes ).,annular_modes,  Annular modes  Hemispheric scale patterns of atmospheric variability characterized by opposing and
aridity,The state of a long-term climatic feature characterized by low average precipitation or available wa,region,  Region  Land  and/or  ocean  area characterized by specific geographical and/or climatological fea
aridity,The state of a long-term climatic feature characterized by low average precipitation or available wa,drought,  Drought  An exceptional period of water shortage for existing  ecosystems  and the human populatio
artificial_ocean_upwelling__aoupw_,"A potential  carbon dioxide removal (CDR)  method that aims to artificially pump up cooler, nutrient",carbon_dioxide_removal__cdr_,  Carbon dioxide removal (CDR)  Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the
artificial_ocean_upwelling__aoupw_,"A potential  carbon dioxide removal (CDR)  method that aims to artificially pump up cooler, nutrient",ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
atlantic_equatorial_mode,See  Atlantic Zonal Mode (AZM)  under  Tropical Atlantic Variability (TAV) .,atlantic_zonal_mode__azm_,  Atlantic Zonal Mode (AZM)  See  Tropical Atlantic Variability (TAV) .
atlantic_equatorial_mode,See  Atlantic Zonal Mode (AZM)  under  Tropical Atlantic Variability (TAV) .,tropical_atlantic_variability__tav_,  Tropical Atlantic Variability (TAV)  A generic term to describe the  climate variability  of the t
atlantic_meridional_mode__amm_,See  Tropical Atlantic Variability (TAV) .,tropical_atlantic_variability__tav_,  Tropical Atlantic Variability (TAV)  A generic term to describe the  climate variability  of the t
atlantic_meridional_overturning_circulation__amoc_,See  Meridional overturning circulation (MOC) .,meridional_overturning_circulation__moc_,  Meridional overturning circulation (MOC)  Meridional (north–south) overturning circulation in the 
atlantic_multi-decadal_variability__amv_,Large-scale fluctuations observed from one decade to the next in a variety of instrumental records a,proxy,  Proxy  A proxy  climate indicator  is any biophysical property of materials formed during the past
aviiswings_in_basin-scale,sea surface temperature  anomalies reflecting the interaction with the  atmosphere . The positive ph,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
aviiswings_in_basin-scale,sea surface temperature  anomalies reflecting the interaction with the  atmosphere . The positive ph,atlantic_multi-decadal_oscillation__amo_,  Atlantic Multi-decadal Oscillation (AMO)  See  Atlantic Multi- decadal Variability (AMV) .
aviiswings_in_basin-scale,sea surface temperature  anomalies reflecting the interaction with the  atmosphere . The positive ph,decadal_variability,  Decadal variability  See  Climate variability .
atlantic_niño,See  Atlantic Zonal Mode (AZM)  under  Tropical Atlantic Variability (TAV) .,atlantic_zonal_mode__azm_,  Atlantic Zonal Mode (AZM)  See  Tropical Atlantic Variability (TAV) .
atlantic_niño,See  Atlantic Zonal Mode (AZM)  under  Tropical Atlantic Variability (TAV) .,tropical_atlantic_variability__tav_,  Tropical Atlantic Variability (TAV)  A generic term to describe the  climate variability  of the t
atlantic_zonal_mode__azm_,See  Tropical Atlantic Variability (TAV) .,tropical_atlantic_variability__tav_,  Tropical Atlantic Variability (TAV)  A generic term to describe the  climate variability  of the t
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",troposphere,"  Troposphere  The lowest part of the  atmosphere , below the  tropopause , where clouds and weather"
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",stratosphere,"  Stratosphere  The highly stratified region of the atmosphere above the  tropopause , extending to "
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",greenhouse_gases__ghgs_,"  Greenhouse gases (GHGs)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic"
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",methane__ch,  Methane (CH 4 )  The greenhouse gas methane is the major component of natural gas and associated w
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",nitrous_oxide__n,"  Nitrous oxide (N 2 O)  The main  anthropogenic  source of N 2 O, a greenhouse gas (GHG), is agricu"
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",ozone__o,"  Ozone (O 3 )  The triatomic form of oxygen, and a gaseous  atmospheric  constituent. In the  tropo"
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",evapotranspiration,  Evapotranspiration  The combined processes through which water is transferred to the  atmosphere  
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",hydrological_cycle,"  Hydrological cycle  The cycle in which water evaporates from the  ocean  and the land surface, is "
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",stratosphere,"  Stratosphere  The highly stratified region of the atmosphere above the  tropopause , extending to "
atmosphere,"The gaseous envelope surrounding the Earth, divided into five layers – the  troposphere  which conta",troposphere,"  Troposphere  The lowest part of the  atmosphere , below the  tropopause , where clouds and weather"
atmospheric_lifetime,See  Lifetime .,lifetime,  Lifetime  Lifetime is a general term used for various time scales characterizing the rate of proce
atmospheric_rivers__ars_,"Long, narrow (up to a few hundred km wide), shallow (up to a few km deep) and transient corridors of",extratropical_cyclone__etc_,  Extratropical cyclone (ETC)  Any cyclonic-scale storm that is not a  tropical cyclone . Usually re
attribution,Attribution is defined as the process of evaluating the relative contributions of multiple causal fa,confidence,"  Confidence  The robustness of a finding based on the type, amount, quality and consistency of  evi"
barystatic,See  Sea level change (sea level rise/sea level fall) .,sea_level_change__sea_level_rise_sea_level_fall_,"  Sea level change (sea level rise/sea level fall)  Change to the height of sea level, both globally"
basal_lubrication,Reduction of friction at the base of an  ice sheet  or  glacier  due to lubrication by meltwater. Th,ice_sheet,"  Ice sheet  An ice body originating on land that covers an area of continental size, generally defi"
basal_lubrication,Reduction of friction at the base of an  ice sheet  or  glacier  due to lubrication by meltwater. Th,glacier,"  Glacier  A perennial mass of ice, and possibly firn and snow, originating on the land surface by a"
baseline_reference,See  Reference scenario  (under  Scenario ) and  Reference period .,reference_scenario,  Reference scenario  See  Scenario .
baseline_reference,See  Reference scenario  (under  Scenario ) and  Reference period .,scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
baseline_reference,See  Reference scenario  (under  Scenario ) and  Reference period .,reference_period,"  Reference period  A time period of interest, or a period over which some relevant statistics are c"
baseline_scenario,See  Reference scenario  (under  Scenario ).,reference_scenario,  Reference scenario  See  Scenario .
baseline_scenario,See  Reference scenario  (under  Scenario ).,scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
bifurcation_point,See  Tipping point .,tipping_point,"  Tipping point  A critical threshold beyond which a system reorganizes, often abruptly and/or irrev"
bioenergy_with_carbon_dioxide_capture_and_storage__beccs_,Carbon dioxide capture and storage (CCS)  technology applied to a bioenergy facility. Note that depe,carbon_dioxide_capture_and_storage__ccs_,  Carbon dioxide capture and storage (CCS)  A process in which a relatively pure stream of  carbon d
bioenergy_with_carbon_dioxide_capture_and_storage__beccs_,Carbon dioxide capture and storage (CCS)  technology applied to a bioenergy facility. Note that depe,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
bioenergy_with_carbon_dioxide_capture_and_storage__beccs_,Carbon dioxide capture and storage (CCS)  technology applied to a bioenergy facility. Note that depe,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
bioenergy_with_carbon_dioxide_capture_and_storage__beccs_,Carbon dioxide capture and storage (CCS)  technology applied to a bioenergy facility. Note that depe,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
bioenergy_with_carbon_dioxide_capture_and_storage__beccs_,Carbon dioxide capture and storage (CCS)  technology applied to a bioenergy facility. Note that depe,carbon_dioxide_capture_and_storage__ccs_,  Carbon dioxide capture and storage (CCS)  A process in which a relatively pure stream of  carbon d
bioenergy_with_carbon_dioxide_capture_and_storage__beccs_,Carbon dioxide capture and storage (CCS)  technology applied to a bioenergy facility. Note that depe,anthropogenic_removals,  Anthropogenic removals  The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a res
biogenic_volatile_organic_compounds__bvocs_,See  Volatile organic compounds (VOCs) .,volatile_organic_compounds__vocs_,  Volatile organic compounds (VOCs)  Important class of organic chemical air pollutants that are vol
biogeophysical_potential,See  Mitigation potential .,mitigation_potential,  Mitigation potential  The quantity of net  greenhouse gas  emission reductions that can be achieve
biological__carbon__pump,"A series of  ocean  processes through which inorganic carbon (as  carbon dioxide, CO 2 ) is fixed as",ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
biological__carbon__pump,"A series of  ocean  processes through which inorganic carbon (as  carbon dioxide, CO 2 ) is fixed as",carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
biological__carbon__pump,"A series of  ocean  processes through which inorganic carbon (as  carbon dioxide, CO 2 ) is fixed as",carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
biosphere__terrestrial_and_marine_,"The part of the Earth system comprising all  ecosystems  and living organisms, in the  atmosphere , ",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
aviibipolar_seesaw_and_applied_to_millennial_scales__broecker__1998__with_a_similar_thermohaline_mechanism__stocker_and_johnsen__2003___see_also,Meridional overturning circulation (MOC)  and  Deglacial or deglaciation or glacial termination .,meridional_overturning_circulation__moc_,  Meridional overturning circulation (MOC)  Meridional (north–south) overturning circulation in the 
aviibipolar_seesaw_and_applied_to_millennial_scales__broecker__1998__with_a_similar_thermohaline_mechanism__stocker_and_johnsen__2003___see_also,Meridional overturning circulation (MOC)  and  Deglacial or deglaciation or glacial termination .,deglacial_or_deglaciation_or_glacial_termination,  Deglacial or deglaciation or glacial termination  The period of transition from  glacial  conditio
black_carbon__bc_,"A relatively pure form of carbon, also known as soot, arising from the incomplete combustion of foss",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
black_carbon__bc_,"A relatively pure form of carbon, also known as soot, arising from the incomplete combustion of foss",forcing,  Forcing  See  Radiative forcing .
black_carbon__bc_,"A relatively pure form of carbon, also known as soot, arising from the incomplete combustion of foss",aerosol,"  Aerosol  A suspension of airborne solid or liquid particles, with typical particle size in the ran"
black_carbon__bc_,"A relatively pure form of carbon, also known as soot, arising from the incomplete combustion of foss",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
blocking,"Associated with persistent, slow-moving high-pressure systems that obstruct the prevailing westerly ",climate_variability,  Climate variability  Deviations of  climate  variables from a given mean state (including the occu
blue_carbon,Biologically driven carbon fluxes and storage in marine systems that are amenable to management. Coa,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
blue_carbon,Biologically driven carbon fluxes and storage in marine systems that are amenable to management. Coa,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
blue_carbon,Biologically driven carbon fluxes and storage in marine systems that are amenable to management. Coa,sequestration,"  Sequestration  The process of storing carbon in a carbon  pool . See also  Pool, carbon and nitrog"
brewer–dobson_circulation,"The meridional overturning circulation of the  stratosphere  transporting air upward in the tropics,",stratosphere,"  Stratosphere  The highly stratified region of the atmosphere above the  tropopause , extending to "
burden,The total mass of a substance of concern in the  atmosphere .,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
business_as_usual__bau_,The term business as usual scenario has been used to describe a  scenario  that assumes no additiona,scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
business_as_usual__bau_,The term business as usual scenario has been used to describe a  scenario  that assumes no additiona,reference_scenario,  Reference scenario  See  Scenario .
business_as_usual__bau_,The term business as usual scenario has been used to describe a  scenario  that assumes no additiona,scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
13,C  Stable  isotope  of carbon having an atomic weight of approximately 13. Measurements of the ratio,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
