,Info_By_EuropePMC_Api
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2023-08-22
firstIndexDate,2023-08-24
fullTextReceivedDate,2023-08-25
dateOfRevision,2023-11-19
electronicPublicationDate,2023-08-22
firstPublicationDate,2023-08-22
