,Info_By_EuropePMC_Api
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1007/s10278-023-00931-9')]), OrderedDict([('availability', 'Free'), ('availabilityCode', 'F'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10976921')]), OrderedDict([('availability', 'Free'), ('availabilityCode', 'F'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10976921?pdf=render')]), OrderedDict([('availability', 'Free'), ('availabilityCode', 'F'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1007/s10278-023-00931-9')])])])"
isOpenAccess,N
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-03-04
dateOfCreation,2024-02-12
firstIndexDate,2024-02-12
fullTextReceivedDate,2024-04-02
dateOfRevision,2024-03-29
electronicPublicationDate,2024-01-16
firstPublicationDate,2024-01-16
