,Info_By_EuropePMC_Api
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-02-20
firstIndexDate,2024-02-21
fullTextReceivedDate,2024-02-23
dateOfRevision,2024-02-22
electronicPublicationDate,2024-02-19
firstPublicationDate,2024-02-19
