,Info_By_EuropePMC_Api
abstractText,"Semantic memory representations are generally well maintained in aging, whereas semantic control is thought to be more affected. To explain this phenomenon, this study tested the predictions of the Compensation-Related Utilization of Neural Circuits Hypothesis (CRUNCH), focusing on task demands in aging as a possible framework. The CRUNCH effect would manifest itself in semantic tasks through a compensatory increase in neural activation in semantic control network regions but only up to a certain threshold of task demands. This study compares 39 younger (20-35 years old) with 39 older participants (60-75 years old) in a triad-based semantic judgment task performed in an fMRI scanner while manipulating task demand levels (low versus high) through semantic distance. In line with the CRUNCH predictions, differences in neurofunctional activation and behavioral performance (accuracy and response times) were expected in younger versus older participants in the low- versus high-demand conditions, which should be manifested in semantic control Regions of Interest (ROIs). Our older participants had intact behavioral performance, as proposed in the literature for semantic memory tasks (maintained accuracy and slower response times (RTs)). Age-invariant behavioral performance in the older group compared to the younger one is necessary to test the CRUNCH predictions. The older adults were also characterized by high cognitive reserve, as our neuropsychological tests showed. Our behavioral results confirmed that our task successfully manipulated task demands: error rates, RTs and perceived difficulty increased with increasing task demands in both age groups. We did not find an interaction between age group and task demand, or a statistically significant difference in activation between the low- and high-demand conditions for either RTs or accuracy. As for brain activation, we did not find the expected age group by task demand interaction, or a significant main effect of task demand. Overall, our results are compatible with some neural activation in the semantic network and the semantic control network, largely in frontotemporoparietal regions. ROI analyses demonstrated significant effects (but no interactions) of task demand in the left and right inferior frontal gyrus, the left posterior middle temporal gyrus, the posterior inferior temporal gyrus and the prefrontal gyrus. Overall, our test did not confirm the CRUNCH predictions."
affiliation,"Laboratory of Communication and Aging, Institut Universitaire de Gériatrie de Montréal, Montreal, Quebec, Canada."
publicationStatus,epublish
language,eng
pubModel,Electronic-eCollection
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', OrderedDict([('agency', 'CIHR'), ('orderIn', '0')]))])"
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Brain'), ('meshQualifierList', OrderedDict([('meshQualifier', [OrderedDict([('abbreviation', 'DG'), ('qualifierName', 'diagnostic imaging'), ('majorTopic_YN', 'N')]), OrderedDict([('abbreviation', 'PH'), ('qualifierName', 'physiology'), ('majorTopic_YN', 'N')])])]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Nerve Net'), ('meshQualifierList', OrderedDict([('meshQualifier', [OrderedDict([('abbreviation', 'DG'), ('qualifierName', 'diagnostic imaging'), ('majorTopic_YN', 'N')]), OrderedDict([('abbreviation', 'PH'), ('qualifierName', 'physiology'), ('majorTopic_YN', 'N')])])]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Magnetic Resonance Imaging')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Brain Mapping')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Memory'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'PH'), ('qualifierName', 'physiology'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Reaction Time'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'PH'), ('qualifierName', 'physiology'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Aging'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'PH'), ('qualifierName', 'physiology'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Semantics')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Adult')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Aged')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Middle Aged')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Female')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Male')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Young Adult')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Pre-Registration Publication')])])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'doi'), ('site', 'Unpaywall'), ('url', 'https://doi.org/10.1371/journal.pone.0289384')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1371/journal.pone.0289384')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11198863')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11198863?pdf=render')])])])"
commentCorrectionList,"OrderedDict([('commentCorrection', [OrderedDict([('id', '34129605'), ('source', 'MED'), ('reference', 'PLoS One. 2021 Jun 15;16(6):e0249948. doi: 10.1371/journal.pone.0249948'), ('type', 'Update of'), ('orderIn', '1')]), OrderedDict([('id', 'PPR693824'), ('source', 'PPR'), ('type', 'Preprint in'), ('note', 'Link created based on a title-first author match'), ('orderIn', '10002')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,N
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-06-25
dateOfCreation,2024-06-25
firstIndexDate,2024-06-26
fullTextReceivedDate,2024-06-27
dateOfRevision,2024-06-25
electronicPublicationDate,2024-06-25
firstPublicationDate,2024-06-25
