,Info_By_EuropePMC_Api
pubModel,Electronic-eCollection
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', '#1132524'), ('agency', 'National Health and Medical Research Council'), ('orderIn', '0')]), OrderedDict([('grantId', 'GNT1158762'), ('agency', 'National Health and Medical Research Council'), ('orderIn', '0')]), OrderedDict([('grantId', 'CE11000102'), ('agency', 'ARC Centre of Excellence in Cognition and its Disorders'), ('orderIn', '0')]), OrderedDict([('grantId', 'GNT2008020'), ('agency', 'National Health and Medical Research Council'), ('orderIn', '0')])])])"
keywordList,"OrderedDict([('keyword', [""Alzheimer's disease"", 'Frontotemporal Dementia', 'Law', 'Antisocial Behaviour', 'Criminal Behaviour', 'Semantic Dementia', 'Legal', 'Transgressions', 'Right Temporal Variant Frontotemporal Dementia', 'Misdemeanours'])])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/dad2.12577')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1002/dad2.12577')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11007792')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11007792?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,1
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by-nc-nd
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-04-12
firstIndexDate,2024-04-12
fullTextReceivedDate,2024-04-14
dateOfRevision,2024-04-25
electronicPublicationDate,2024-04-11
firstPublicationDate,2024-04-11
