,Info_By_EuropePMC_Api
hasReferences,N
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2023-08-23
firstIndexDate,2023-08-24
fullTextReceivedDate,2023-08-26
dateOfRevision,2023-11-18
electronicPublicationDate,2023-08-23
firstPublicationDate,2023-08-23
