,Info_By_EuropePMC_Api
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Polyps'), ('meshQualifierList', OrderedDict([('meshQualifier', [OrderedDict([('abbreviation', 'DG'), ('qualifierName', 'diagnostic imaging'), ('majorTopic_YN', 'N')]), OrderedDict([('abbreviation', 'PA'), ('qualifierName', 'pathology'), ('majorTopic_YN', 'N')])])]))]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Colonic Polyps'), ('meshQualifierList', OrderedDict([('meshQualifier', [OrderedDict([('abbreviation', 'DG'), ('qualifierName', 'diagnostic imaging'), ('majorTopic_YN', 'N')]), OrderedDict([('abbreviation', 'PA'), ('qualifierName', 'pathology'), ('majorTopic_YN', 'N')])])]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Image Interpretation, Computer-Assisted'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Endoscopy, Gastrointestinal'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Algorithms')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Image Processing, Computer-Assisted'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Neural Networks, Computer')])])])"
keywordList,"OrderedDict([('keyword', ['Feature Fusion', 'Polyp Segmentation', 'Implicit Edge', 'Multi-scale Feature Reasoning'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-62331-5.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-62331-5')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11111678')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11111678?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-05-22
dateOfCreation,2024-05-22
firstIndexDate,2024-05-24
fullTextReceivedDate,2024-05-26
dateOfRevision,2024-05-25
electronicPublicationDate,2024-05-22
firstPublicationDate,2024-05-22
