,Info_By_EuropePMC_Api
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1000361&type=printable')]), OrderedDict([('availability', 'Free'), ('availabilityCode', 'F'), ('documentStyle', 'pdf'), ('site', 'PubMedCentral'), ('url', 'https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/19381256/pdf/?tool=EBI')]), OrderedDict([('availability', 'Free'), ('availabilityCode', 'F'), ('documentStyle', 'html'), ('site', 'PubMedCentral'), ('url', 'https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/19381256/?tool=EBI')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1371/journal.pcbi.1000361')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC2663789')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC2663789?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,24
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2009-06-10
dateOfCreation,2009-04-22
firstIndexDate,2009-12-23
fullTextReceivedDate,2020-07-12
dateOfRevision,2024-03-23
electronicPublicationDate,2009-04-17
firstPublicationDate,2009-04-17
