,id,source,target,package,section,object,subsection,source_text
30,id829,1,SRCCL TS 2,SRCCL,TS,,,Global  surface  temperature  was  around  1.1°C  
31,id905,6,WGI SPM footnote 11,WGI,SPM,footnote,,"6 In this report, the term ‘losses and damages’ re"
32,id1014,6,WGI SPM A1.1,WGI,SPM,,,years (very high confidence). The net cooling effe
33,id1014,6,WGI SPM A1.3,WGI,SPM,,,years (very high confidence). The net cooling effe
34,id1014,6,WGI SPM A.2.1,WGI,SPM,,,years (very high confidence). The net cooling effe
35,id1014,6,WGI Figure SPM 2,WGI,SPM,Figure,,years (very high confidence). The net cooling effe
36,id1014,6,WGI TS 2.2,WGI,TS,,,years (very high confidence). The net cooling effe
37,id1014,6,WGI 2ES,WGI,,,,years (very high confidence). The net cooling effe
38,id1014,6,WGI Figure 6.1,WGI,,Figure,,years (very high confidence). The net cooling effe
39,id1062,6,WGI SPM A.2.2,WGI,SPM,,,Figure 2.1: The causal chain from emissions to res
40,id1062,6,WGI Figure SPM 1,WGI,SPM,Figure,,Figure 2.1: The causal chain from emissions to res
41,id1062,6,WGI Figure SPM 2,WGI,SPM,Figure,,Figure 2.1: The causal chain from emissions to res
42,id1062,6,WGI TS2.2,WGI,TS2.2,,,Figure 2.1: The causal chain from emissions to res
43,id1062,6,WGI 2.1,WGI,,,,Figure 2.1: The causal chain from emissions to res
44,id1062,6,WGIII Figure SPM 1,WGIII,SPM,Figure,,Figure 2.1: The causal chain from emissions to res
45,id1062,6,WGIII A.III.II.2.5.1,WGIII,,,,Figure 2.1: The causal chain from emissions to res
46,id1144,6,WGIII SPM B1.1,WGIII,SPM,,,Average annual GHG emissions12 during 2010–2019 we
47,id1144,6,WGIII SPM B.1.2,WGIII,SPM,,,Average annual GHG emissions12 during 2010–2019 we
48,id1144,6,WGIII SPM B.1.3,WGIII,SPM,,,Average annual GHG emissions12 during 2010–2019 we
49,id1144,6,WGIII Figure SPM 1,WGIII,SPM,Figure,,Average annual GHG emissions12 during 2010–2019 we
50,id1144,6,WGIII Figure SPM 2,WGIII,SPM,Figure,,Average annual GHG emissions12 during 2010–2019 we
51,id1188,6,WGI SPM D.1.8,WGI,SPM,,,12 GHG emission metrics are used to express emissi
52,id1188,6,WGI 7.6,WGI,,,,12 GHG emission metrics are used to express emissi
53,id1188,6,WGIII SPM B.1,WGIII,SPM,,,12 GHG emission metrics are used to express emissi
54,id1188,6,WGIII CCBox 2.2,WGIII,,CCBox,,12 GHG emission metrics are used to express emissi
55,id1278,6,WGIII Figure SPM 2,WGIII,SPM,Figure,,confidence interval). Panel (b) shows the distribu
56,id1328,6,WGIII SPM B.3,WGIII,SPM,,,Regional  contributions  to  global  human-caused 
57,id1328,6,WGIII SPM B3.1,WGIII,SPM,,,Regional  contributions  to  global  human-caused 
58,id1328,6,WGIII SPM B.3.2,WGIII,SPM,,,Regional  contributions  to  global  human-caused 
59,id1328,6,WGIII SPM B.3.3,WGIII,SPM,,,Regional  contributions  to  global  human-caused 
60,id1378,6,WGIII SPM B.2,WGIII,SPM,,,Net  GHG  emissions  have  increased  since  2010 
61,id1378,6,WGIII SPM B.2.1,WGIII,SPM,,,Net  GHG  emissions  have  increased  since  2010 
62,id1378,6,WGIII SPM B.2.2,WGIII,SPM,,,Net  GHG  emissions  have  increased  since  2010 
63,id1378,6,WGIII TS 5.6.1,WGIII,TS,,,Net  GHG  emissions  have  increased  since  2010 
64,id1441,6,WGIII SPM Footnote 14,WGIII,SPM,Footnote,,13 Territorial emissions 14 GHG emission levels ar
65,id1500,6,WGIII SPM B.2,WGIII,SPM,,,"income, state of urbanisation and urban form. (hig"
66,id1500,6,WGIII SPM B.2.3,WGIII,SPM,,,"income, state of urbanisation and urban form. (hig"
67,id1500,6,WGIII SPM B.3.4,WGIII,SPM,,,"income, state of urbanisation and urban form. (hig"
68,id1500,6,WGIII SPM D.1.1,WGIII,SPM,,,"income, state of urbanisation and urban form. (hig"
69,id1511,6,WGI SPM A.1,WGI,SPM,,,It is unequivocal that human influence has warmed 
70,id1511,6,WGI SPM A.1.3,WGI,SPM,,,It is unequivocal that human influence has warmed 
71,id1511,6,WGI SPM A.1.5,WGI,SPM,,,It is unequivocal that human influence has warmed 
72,id1511,6,WGI SPM A.1.6,WGI,SPM,,,It is unequivocal that human influence has warmed 
73,id1511,6,WG1 SPM A1.7,WG1,SPM,,,It is unequivocal that human influence has warmed 
74,id1511,6,WGI SPM A.2,WGI,SPM,,,It is unequivocal that human influence has warmed 
75,id1511,6,WG1 SPM A.4.2,WG1,SPM,,,It is unequivocal that human influence has warmed 
76,id1511,6,SROCC SPM A.1,SROCC,SPM,,,It is unequivocal that human influence has warmed 
77,id1511,6,SROCC SPM A.2,SROCC,SPM,,,It is unequivocal that human influence has warmed 
78,id1566,6,WGI Table TS 1,WGI,TS,Table,,Table  2.1:  Assessment  of  observed  changes  in
79,id1575,6,WGI SPM footnote 12,WGI,SPM,footnote,,include all CO2 and CH4 emission categories except
80,id1632,6,WGI SPM A.3,WGI,SPM,,,Human-caused climate change is already affecting m
81,id1632,6,WGI SPM A3.1,WGI,SPM,,,Human-caused climate change is already affecting m
82,id1632,6,WGI SPM A3.2,WGI,SPM,,,Human-caused climate change is already affecting m
83,id1632,6,WGI SPM A3.4,WGI,SPM,,,Human-caused climate change is already affecting m
84,id1632,6,SRCCL SPM A.2.2,SRCCL,SPM,,,Human-caused climate change is already affecting m
85,id1632,6,SROCC SPM A.2,SROCC,SPM,,,Human-caused climate change is already affecting m
86,id1784,6,WGI Figure SPM 3,WGI,SPM,Figure,,using global and regional studies. Agricultural an
87,id1784,6,Table TS 5,,TS,Table,,using global and regional studies. Agricultural an
88,id1784,6,Interactive Atlas,,,,Interactive Atlas,using global and regional studies. Agricultural an
89,id1784,6,WGII Figure SPM 2,WGII,SPM,Figure,,using global and regional studies. Agricultural an
90,id1784,6,WGII SMTS 1,WGII,SMTS,,,using global and regional studies. Agricultural an
91,id1784,6,WGII 8.3.1,WGII,,,,using global and regional studies. Agricultural an
92,id1784,6,Figure 8.5,,,Figure,,using global and regional studies. Agricultural an
93,id1784,6,WGIII 2.2.3,WGIII,,,,using global and regional studies. Agricultural an
94,id1812,6,WGII SPM B.1.1,WGII,SPM,,,Climate  change  has  caused  substantial  damages
95,id1812,6,WGII SPM B.1.2,WGII,SPM,,,Climate  change  has  caused  substantial  damages
96,id1812,6,WGII Figure SPM 2.A,WGII,SPM,Figure,,Climate  change  has  caused  substantial  damages
97,id1812,6,WGII TS B.1,WGII,TS,,,Climate  change  has  caused  substantial  damages
98,id1812,6,SRCCL SPM A.1.5,SRCCL,SPM,,,Climate  change  has  caused  substantial  damages
99,id1812,6,SRCCL SPM A.2,SRCCL,SPM,,,Climate  change  has  caused  substantial  damages
100,id1812,6,SRCCL SPM A.2.6,SRCCL,SPM,,,Climate  change  has  caused  substantial  damages
101,id1812,6,SRCCL Figure SPM 1,SRCCL,SPM,Figure,,Climate  change  has  caused  substantial  damages
102,id1812,6,SROCC SPM A.6.1,SROCC,SPM,,,Climate  change  has  caused  substantial  damages
103,id1812,6,SROCC SPM,SROCC,SPM,,,Climate  change  has  caused  substantial  damages
104,id1812,6,A.6.4,,,,,Climate  change  has  caused  substantial  damages
105,id1812,6,SROCC SPM A.7,SROCC,SPM,,,Climate  change  has  caused  substantial  damages
106,id1900,6,WGII SPM Footnote 32,WGII,SPM,Footnote,,19 See Annex I: Glossary. 20 Balanced diets featur
107,id1936,6,WGII SPM B.1.3,WGII,SPM,,,vulnerability and leads to competition for land an
108,id1936,6,WGII SPM B.2.3,WGII,SPM,,,vulnerability and leads to competition for land an
109,id1936,6,WGII Figure SPM 2,WGII,SPM,Figure,,vulnerability and leads to competition for land an
110,id1936,6,WGII TS B.2.3,WGII,TS,,,vulnerability and leads to competition for land an
111,id1936,6,WGII TS Figure TS 6,WGII,TS,Figure,,vulnerability and leads to competition for land an
112,id1936,6,SRCCL SPM A.2.8,SRCCL,SPM,,,vulnerability and leads to competition for land an
113,id1936,6,SRCCL SPM A.5.3,SRCCL,SPM,,,vulnerability and leads to competition for land an
114,id1936,6,SROCC SPM A.5.4.,SROCC,SPM,,,vulnerability and leads to competition for land an
115,id1936,6,SROCC SPM A.7.1,SROCC,SPM,,,vulnerability and leads to competition for land an
116,id1936,6,SROCC SPM A.8.1,SROCC,SPM,,,vulnerability and leads to competition for land an
117,id1936,6,SROCC Figure SPM 2,SROCC,SPM,Figure,,vulnerability and leads to competition for land an
118,id1951,6,WGI SPM C.2.6,WGI,SPM,,,"In  urban  settings, climate  change  has  caused "
119,id1951,6,WGII SPM B.1.5,WGII,SPM,,,"In  urban  settings, climate  change  has  caused "
120,id1951,6,WGII Figure TS 9,WGII,TS,Figure,,"In  urban  settings, climate  change  has  caused "
121,id1951,6,WGII 6 ES,WGII,ES,,,"In  urban  settings, climate  change  has  caused "
122,id1986,6,WGII SPM B.1.4,WGII,SPM,,,Climate change has adversely affected human physic
123,id1986,6,WGII SPM B.1.7,WGII,SPM,,,Climate change has adversely affected human physic
124,id2033,6,WGI SPM A.3.5,WGI,SPM,,,Human  influence  has  likely  increased  the  cha
125,id2033,6,WGII SPM B.5.1,WGII,SPM,,,Human  influence  has  likely  increased  the  cha
126,id2033,6,WGII TS C.11.3,WGII,TS,,,Human  influence  has  likely  increased  the  cha
127,id2074,6,WGII SPM footnote 29,WGII,SPM,footnote,,21 Acute food insecurity can occur at any time wit
128,id2120,6,WGI SPM A.3.4,WGI,SPM,,,markets  and  tourism  (high  confidence).  Indivi
129,id2120,6,WGII SPM B.1.6,WGII,SPM,,,markets  and  tourism  (high  confidence).  Indivi
130,id2120,6,WGII SPM B.5.2,WGII,SPM,,,markets  and  tourism  (high  confidence).  Indivi
131,id2120,6,WGII SPM B.5.3,WGII,SPM,,,markets  and  tourism  (high  confidence).  Indivi
132,id2146,6,WGII SPM B.1,WGII,SPM,,,Climate change has caused widespread adverse impac
133,id2146,6,WGII SPM B.1.2,WGII,SPM,,,Climate change has caused widespread adverse impac
134,id2146,6,WGII SPM B.1.5,WGII,SPM,,,Climate change has caused widespread adverse impac
135,id2146,6,WGII SPM C.3.5,WGII,SPM,,,Climate change has caused widespread adverse impac
136,id2146,6,WGII TS B.1.6,WGII,TS,,,Climate change has caused widespread adverse impac
137,id2146,6,SROCC SPM A.7.1,SROCC,SPM,,,Climate change has caused widespread adverse impac
138,id2170,6,WGII SPM B.1,WGII,SPM,,,"Across  sectors  and  regions,  the  most  vulnera"
139,id2170,6,WGII SPM B.2,WGII,SPM,,,"Across  sectors  and  regions,  the  most  vulnera"
140,id2170,6,WGII SPM B.2.4,WGII,SPM,,,"Across  sectors  and  regions,  the  most  vulnera"
141,id2170,6,WGIII SPM B.3.1,WGIII,SPM,,,"Across  sectors  and  regions,  the  most  vulnera"
142,id2170,6,SROCC SPM A.7.1,SROCC,SPM,,,"Across  sectors  and  regions,  the  most  vulnera"
143,id2170,6,SROCC SPM A.7.2,SROCC,SPM,,,"Across  sectors  and  regions,  the  most  vulnera"
144,id2230,6,WGII SPM Footnote 31,WGII,SPM,Footnote,,"24 Governance: The structures, processes and actio"
145,id2289,6,WGII 17.4,WGII,,,,The United Nations Framework Convention on Climate
146,id2289,6,WGIII SPM B.5.1,WGIII,SPM,,,The United Nations Framework Convention on Climate
147,id2289,6,WGIII SPM E.6,WGIII,SPM,,,The United Nations Framework Convention on Climate
148,id2289,6,WGII TS D.1.1,WGII,TS,,,The United Nations Framework Convention on Climate
149,id2310,6,WGII SPM C.3.5,WGII,SPM,,,Loss  &  Damage25  was  formally  recognized  in  
150,id2310,6,WGII CCBox LOSS,WGII,,CCBox,,Loss  &  Damage25  was  formally  recognized  in  
151,id2324,6,WGII TS A.1,WGII,TS,,,Other recent global agreements that influence resp
152,id2324,6,WGII 7 ES,WGII,ES,,,Other recent global agreements that influence resp
153,id2439,6,WGIII SPM B.5,WGIII,SPM,,,There  has  been  a  consistent  expansion  of  po
154,id2439,6,WGIII SPM B.5.2,WGIII,SPM,,,There  has  been  a  consistent  expansion  of  po
155,id2439,6,WGIII SPM E.3,WGIII,SPM,,,There  has  been  a  consistent  expansion  of  po
156,id2439,6,WGIII SPM E.4,WGIII,SPM,,,There  has  been  a  consistent  expansion  of  po
157,id2463,6,WGIII SPM E.2.2,WGIII,SPM,,,Practical  experience  has  informed  economic  in
158,id2463,6,WGIII SPM E.3,WGIII,SPM,,,Practical  experience  has  informed  economic  in
159,id2463,6,WGIII SPM E.3.1,WGIII,SPM,,,Practical  experience  has  informed  economic  in
160,id2463,6,WGIII SPM E.4.2,WGIII,SPM,,,Practical  experience  has  informed  economic  in
161,id2463,6,WGIII SPM E.4.3,WGIII,SPM,,,Practical  experience  has  informed  economic  in
162,id2463,6,WGIII SPM E.4.4,WGIII,SPM,,,Practical  experience  has  informed  economic  in
163,id2498,6,WGIII SPM B.4,WGIII,SPM,,,The unit costs of several low-emission technologie
164,id2498,6,WGIII SPM B.4.1,WGIII,SPM,,,The unit costs of several low-emission technologie
165,id2498,6,WGIII SPM C.4.2,WGIII,SPM,,,The unit costs of several low-emission technologie
166,id2498,6,WGIII SPM C.5.2,WGIII,SPM,,,The unit costs of several low-emission technologie
167,id2498,6,WGIII SPM C.7.2,WGIII,SPM,,,The unit costs of several low-emission technologie
168,id2498,6,WGIII SPM C.8,WGIII,SPM,,,The unit costs of several low-emission technologie
169,id2498,6,WGIII Figure SPM 3,WGIII,SPM,Figure,,The unit costs of several low-emission technologie
170,id2498,6,WGIII Figure SPM 3,WGIII,SPM,Figure,,The unit costs of several low-emission technologie
171,id2562,6,WGIII SPM B.4.3,WGIII,SPM,,,reduced or counterbalanced by growth in demand for
172,id2562,6,WGIII SPM C.5.2,WGIII,SPM,,,reduced or counterbalanced by growth in demand for
173,id2562,6,WGIII SPM C.7.2,WGIII,SPM,,,reduced or counterbalanced by growth in demand for
174,id2562,6,WGIII SPM E.1.1,WGIII,SPM,,,reduced or counterbalanced by growth in demand for
175,id2562,6,WGIII TS 6.5,WGIII,TS,,,reduced or counterbalanced by growth in demand for
176,id2638,6,WGIII Figure SPM 3,WGIII,SPM,Figure,,"much electricity as solar PV {WGIII 2.5, 6.4}. Ren"
177,id2649,6,WGIII SPM B.5.4,WGIII,SPM,,,The magnitude of global climate finance flows has 
178,id2649,6,WGIII SPM E.5,WGIII,SPM,,,The magnitude of global climate finance flows has 
179,id2649,6,WGIII TS 6.3,WGIII,TS,,,The magnitude of global climate finance flows has 
180,id2649,6,WGIII TS 6.4,WGIII,TS,,,The magnitude of global climate finance flows has 
181,id2673,6,WGIII SPM B.4.1,WGIII,SPM,,,Economic instruments have been effective in reduci
182,id2673,6,WGIII SPM B.5.2,WGIII,SPM,,,Economic instruments have been effective in reduci
183,id2673,6,WGIII SPM E.4.2,WGIII,SPM,,,Economic instruments have been effective in reduci
184,id2673,6,WGIII TS 3,WGIII,TS,,,Economic instruments have been effective in reduci
185,id2695,6,WGIII SPM B.1,WGIII,SPM,,,"Mitigation actions, supported by policies, have co"
186,id2695,6,WGIII SPM B.2.4,WGIII,SPM,,,"Mitigation actions, supported by policies, have co"
187,id2695,6,WGIII SPM B.3.5,WGIII,SPM,,,"Mitigation actions, supported by policies, have co"
188,id2695,6,WGIII SPM B.5.1,WGIII,SPM,,,"Mitigation actions, supported by policies, have co"
189,id2695,6,WGIII SPM B.5.3,WGIII,SPM,,,"Mitigation actions, supported by policies, have co"
190,id2695,6,WGIII 1.3.2,WGIII,,,,"Mitigation actions, supported by policies, have co"
191,id2695,6,WGIII 2.2.3,WGIII,,,,"Mitigation actions, supported by policies, have co"
192,id2809,6,WGII SPM C.1,WGII,SPM,,,of climate impacts and risks has resulted in at le
193,id2809,6,WGII SPM C.1.1,WGII,SPM,,,of climate impacts and risks has resulted in at le
194,id2809,6,WGII TS D.1.3,WGII,TS,,,of climate impacts and risks has resulted in at le
195,id2809,6,WGII TS D.10,WGII,TS,,,of climate impacts and risks has resulted in at le
196,id2821,6,WGII SPM C.2.1,WGII,SPM,,,Adaptation to water-related risks and impacts make
197,id2821,6,WGII SPM C.2.2,WGII,SPM,,,Adaptation to water-related risks and impacts make
198,id2821,6,WGII TS D.1.2,WGII,TS,,,Adaptation to water-related risks and impacts make
199,id2821,6,WGII TS D.1.4,WGII,TS,,,Adaptation to water-related risks and impacts make
200,id2821,6,WGII TS D.4.2,WGII,TS,,,Adaptation to water-related risks and impacts make
201,id2821,6,WGII TS D.8.3,WGII,TS,,,Adaptation to water-related risks and impacts make
202,id2821,6,WGII 4 ES,WGII,ES,,,Adaptation to water-related risks and impacts make
203,id2821,6,SRCCL SPM B.1.1,SRCCL,SPM,,,Adaptation to water-related risks and impacts make
204,id2858,6,WGII SPM C1.1,WGII,SPM,,,Adaptation can generate multiple additional benefi
205,id2865,6,WGII SPM C.3.2,WGII,SPM,,,Globally tracked adaptation finance has shown an u
206,id2865,6,WGII SPM C.5.4,WGII,SPM,,,Globally tracked adaptation finance has shown an u
207,id2865,6,WGII TS D.1.6,WGII,TS,,,Globally tracked adaptation finance has shown an u
208,id2865,6,WGII CCBox FINANCE,WGII,,CCBox,,Globally tracked adaptation finance has shown an u
209,id2865,6,WGIII SPM E.5.4,WGIII,SPM,,,Globally tracked adaptation finance has shown an u
210,id2890,6,WGII SPM C.2,WGII,SPM,,,There  are  adaptation  options  which  are  effec
211,id2890,6,WGII SPM C.2.1,WGII,SPM,,,There  are  adaptation  options  which  are  effec
212,id2890,6,WGII SPM C.2.2,WGII,SPM,,,There  are  adaptation  options  which  are  effec
213,id2890,6,SRCCL B.2,SRCCL,,,,There  are  adaptation  options  which  are  effec
214,id2890,6,SRCCL SPM C.2.1,SRCCL,SPM,,,There  are  adaptation  options  which  are  effec
215,id2955,6,WGII SPM C.2.1,WGII,SPM,,,Ecosystem-based Adaptation30 approaches such as ur
216,id2955,6,WGII SPM C.2.2,WGII,SPM,,,Ecosystem-based Adaptation30 approaches such as ur
217,id2955,6,WGII SPM C.2.5,WGII,SPM,,,Ecosystem-based Adaptation30 approaches such as ur
218,id2955,6,WGII TS D.4.1,WGII,TS,,,Ecosystem-based Adaptation30 approaches such as ur
219,id2955,6,SRCCL SPM B.1.2,SRCCL,SPM,,,Ecosystem-based Adaptation30 approaches such as ur
220,id2955,6,SRCCL SPM B.6.1,SRCCL,SPM,,,Ecosystem-based Adaptation30 approaches such as ur
221,id2955,6,SROCC SPM C.2,SROCC,SPM,,,Ecosystem-based Adaptation30 approaches such as ur
222,id2971,6,WGII SPM C.2.1,WGII,SPM,,,Combinations of non-structural measures like early
223,id2971,6,WGII SPM C.2.5,WGII,SPM,,,Combinations of non-structural measures like early
224,id2971,6,WGII SPM C.2.9,WGII,SPM,,,Combinations of non-structural measures like early
225,id2971,6,WGII SPM C.2.11,WGII,SPM,,,Combinations of non-structural measures like early
226,id2971,6,WGII SPM C.2.13,WGII,SPM,,,Combinations of non-structural measures like early
227,id2971,6,SROCC SPM C.3.2,SROCC,SPM,,,Combinations of non-structural measures like early
228,id2995,6,WGII SPM C.2,WGII,SPM,,,"Integrated, multi-sectoral solutions that address "
229,id3128,6,WGIII SPM B.6,WGIII,SPM,,,it harder to limit warming below 2°C – if no addit
230,id3128,6,WGIII SPM B.6.1,WGIII,SPM,,,it harder to limit warming below 2°C – if no addit
231,id3128,6,WGIII SPM B.6.3,WGIII,SPM,,,it harder to limit warming below 2°C – if no addit
232,id3128,6,WGIII SPM B.6.4,WGIII,SPM,,,it harder to limit warming below 2°C – if no addit
233,id3128,6,WGIII SPM C.1.1,WGIII,SPM,,,it harder to limit warming below 2°C – if no addit
234,id3164,6,WGIII SPM B.6.1,WGIII,SPM,,,Policies implemented by the end of 2020 are projec
235,id3164,6,WGIII SPM C.1,WGIII,SPM,,,Policies implemented by the end of 2020 are projec
236,id3188,6,WGIII SPM B.7,WGIII,SPM,,,Projected  cumulative  future  CO2  emissions  ove
237,id3188,6,WGIII Box. 6.13,WGIII,,Box.,,Projected  cumulative  future  CO2  emissions  ove
238,id3214,6,WGIII Table SPM 1,WGIII,SPM,Table,,Table 2.2 Projected global emissions in 2030 assoc
239,id3231,6,WGI Table SPM 2,WGI,SPM,Table,,only submitted thereafter. 25 NDC updates were sub
240,id3361,6,WGIII Figure SPM 4,WGIII,SPM,Figure,,emissions reductions likely to limit warming to 2°
241,id3361,6,WGIII 3.5,WGIII,,,,emissions reductions likely to limit warming to 2°
242,id3361,6,4.2,,,,,emissions reductions likely to limit warming to 2°
243,id3361,6,Table 4.2,,,Table,,emissions reductions likely to limit warming to 2°
244,id3361,6,Table 4.3,,,Table,,emissions reductions likely to limit warming to 2°
245,id3361,6,CCBox 4 in Chapter 4,,Chapter,CCBox,,emissions reductions likely to limit warming to 2°
246,id3392,6,WGI SPM D.1.1,WGI,SPM,,,Limiting human-caused global warming to a specific
247,id3392,6,WGI Figure SPM 4,WGI,SPM,Figure,,Limiting human-caused global warming to a specific
248,id3392,6,SR1.5 SPM A.2.2,SR1.5,SPM,,,Limiting human-caused global warming to a specific
249,id3403,6,WGI SPM D.1.8,WGI,SPM,,,Reaching net zero CO2 emissions is different from 
250,id3403,6,WGIII Box TS 6,WGIII,TS,Box,,Reaching net zero CO2 emissions is different from 
251,id3403,6,WGIII CCBox 2,WGIII,,CCBox,,Reaching net zero CO2 emissions is different from 
252,id3421,6,WGIII SPM C.2.4,WGIII,SPM,,,Achieving global net zero GHG emissions requires a
253,id3421,6,WGIII SPM C.11.4,WGIII,SPM,,,Achieving global net zero GHG emissions requires a
254,id3421,6,CCBox 3,,,CCBox,,Achieving global net zero GHG emissions requires a
255,id3444,6,WGIII Box TS 6,WGIII,TS,Box,,Global net zero CO2 or GHG emissions can be achiev
256,id3444,6,WGIII CCBox 3,WGIII,,CCBox,,Global net zero CO2 or GHG emissions can be achiev
257,id3458,6,WGIII Box TS 6,WGIII,TS,Box,,The adoption and implementation of net-zero emissi
258,id3458,6,WGIII CCBox 3,WGIII,,CCBox,,The adoption and implementation of net-zero emissi
259,id3458,6,WGIII 14.3,WGIII,,,,The adoption and implementation of net-zero emissi
260,id3562,6,WGIII SPM C.6.4,WGIII,SPM,,,Many  countries  have  signalled  an  intention  t
261,id3562,6,WGIII TS 4.1,WGIII,TS,,,Many  countries  have  signalled  an  intention  t
262,id3562,6,WGIII Table TS 1,WGIII,TS,Table,,Many  countries  have  signalled  an  intention  t
263,id3562,6,WGIII 13.9,WGIII,,,,Many  countries  have  signalled  an  intention  t
264,id3562,6,WGIII 14.3,WGIII,,,,Many  countries  have  signalled  an  intention  t
265,id3562,6,WGIII 14.5,WGIII,,,,Many  countries  have  signalled  an  intention  t
266,id3578,6,WGIII SPM C.3.6,WGIII,SPM,,,All mitigation strategies face implementation chal
267,id3578,6,WGIII SPM E.1.1,WGIII,SPM,,,All mitigation strategies face implementation chal
268,id3578,6,WGIII SPM E.2.1,WGIII,SPM,,,All mitigation strategies face implementation chal
269,id3578,6,WGIII SPM E.3.3,WGIII,SPM,,,All mitigation strategies face implementation chal
270,id3605,6,WGIII SPM B.4.2,WGIII,SPM,,,The  adoption  of  low-emission  technologies  lag
271,id3605,6,WGIII SPM C.9.1,WGIII,SPM,,,The  adoption  of  low-emission  technologies  lag
272,id3605,6,WGIII SPM C.9.3,WGIII,SPM,,,The  adoption  of  low-emission  technologies  lag
273,id3636,6,WGII SPM C.1,WGII,SPM,,,"Despite  progress,  adaptation  gaps  exist  betwe"
274,id3636,6,WGII SPM C.1.2,WGII,SPM,,,"Despite  progress,  adaptation  gaps  exist  betwe"
275,id3636,6,WGII SPM C.4.1,WGII,SPM,,,"Despite  progress,  adaptation  gaps  exist  betwe"
276,id3636,6,WGII TS D.1.3,WGII,TS,,,"Despite  progress,  adaptation  gaps  exist  betwe"
277,id3636,6,WGII TS D.1.4,WGII,TS,,,"Despite  progress,  adaptation  gaps  exist  betwe"
278,id3709,6,WGII SPM C.3,WGII,SPM,,,Soft and hard adaptation limits43 have already bee
279,id3709,6,WGII SPM C.3.1,WGII,SPM,,,Soft and hard adaptation limits43 have already bee
280,id3709,6,WGII SPM C.3.2,WGII,SPM,,,Soft and hard adaptation limits43 have already bee
281,id3709,6,WGII SPM C.3.3,WGII,SPM,,,Soft and hard adaptation limits43 have already bee
282,id3709,6,WGII SPM C.3.4,WGII,SPM,,,Soft and hard adaptation limits43 have already bee
283,id3709,6,WGII 16 ES,WGII,ES,,,Soft and hard adaptation limits43 have already bee
284,id3733,6,WGII SPM C.3.5,WGII,SPM,,,Adaptation does not prevent all losses and damages
285,id3742,6,WGII SPM C.4,WGII,SPM,,,There is increased evidence of maladaptation44 in 
286,id3742,6,WGII SPM C.4.3,WGII,SPM,,,There is increased evidence of maladaptation44 in 
287,id3742,6,WGII TS D.3.1,WGII,TS,,,There is increased evidence of maladaptation44 in 
