,Info_By_EuropePMC_Api
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Endoscopy'), ('meshQualifierList', OrderedDict([('meshQualifier', [OrderedDict([('abbreviation', 'ED'), ('qualifierName', 'education'), ('majorTopic_YN', 'N')]), OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')])])]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Image Processing, Computer-Assisted'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Video Recording')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Minimally Invasive Surgical Procedures'), ('meshQualifierList', OrderedDict([('meshQualifier', [OrderedDict([('abbreviation', 'ED'), ('qualifierName', 'education'), ('majorTopic_YN', 'N')]), OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')])])]))])])])"
keywordList,"OrderedDict([('keyword', ['Pretraining', 'Vision Transformer', 'Endoscopy Video Analysis'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://link.springer.com/content/pdf/10.1007/s11548-024-03091-5.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1007/s11548-024-03091-5')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11178556')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11178556?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-06-14
dateOfCreation,2024-04-03
firstIndexDate,2024-04-04
fullTextReceivedDate,2024-06-18
dateOfRevision,2024-06-18
electronicPublicationDate,2024-04-03
firstPublicationDate,2024-04-03
