,Info_By_EuropePMC_Api
affiliation,"Department of Radiology and Medical Informatics, Faculty of Medicine, University of Geneva, Geneva, Switzerland. hossein.rouhizadeh@unige.ch."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', [""Research Support, Non-U.S. Gov't"", 'Dataset', 'data-paper', 'Journal Article', 'Research Support, N.I.H., Extramural'])])"
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Language')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Semantics')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Natural Language Processing')])])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41597-024-03317-w.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41597-024-03317-w')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11069517')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11069517?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,1
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,Y
tmAccessionTypeList,"OrderedDict([('accessionType', 'doi')])"
dateOfCompletion,2024-05-04
dateOfCreation,2024-05-04
firstIndexDate,2024-05-05
fullTextReceivedDate,2024-05-08
dateOfRevision,2024-05-13
electronicPublicationDate,2024-05-04
firstPublicationDate,2024-05-04
