keyword/phrase,score,POS
displacement,2.0,NOUN
damage,2.0,NOUN
protocol,2.0,NOUN
spatial,2.0,ADJ
assessment,1.9642857142857142,NOUN
consumption,1.9591836734693877,NOUN
period,1.95,NOUN
large,1.9444444444444444,ADJ
sector,1.9166666666666667,NOUN
coal,1.9090909090909092,NOUN
population,1.9090909090909092,NOUN
strong,1.9090909090909092,ADJ
rural,1.9,ADJ
local,1.9,ADJ
country,1.896551724137931,NOUN
driver,1.894736842105263,NOUN
level,1.8888888888888888,NOUN
output,1.8888888888888888,NOUN
scale,1.8888888888888888,NOUN
capita,1.8870967741935485,NOUN
relative,1.875,ADJ
limited,1.875,ADJ
material,1.875,NOUN
south,1.875,ADV
evidence,1.858974358974359,NOUN
product,1.8571428571428572,NOUN
strongly,1.8571428571428572,ADV
inequality,1.85,NOUN
income,1.85,NOUN
demand,1.8461538461538463,NOUN
support,1.8461538461538463,NOUN
afolu,1.8333333333333333,NOUN
peak,1.8333333333333333,NOUN
dataset,1.8125,NOUN
world,1.8095238095238095,NOUN
covid-19,1.8,PROPN
heat,1.8,NOUN
responsibility,1.8,NOUN
common,1.8,ADJ
relevant,1.8,ADJ
density,1.8,NOUN
primarily,1.8,ADV
resolution,1.8,NOUN
availability,1.8,NOUN
important,1.793103448275862,ADJ
small,1.7857142857142858,ADJ
production,1.78125,NOUN
sectoral,1.7777777777777777,ADJ
region,1.7777777777777777,NOUN
oecd,1.7777777777777777,NOUN
low,1.7692307692307692,ADJ
time,1.7674418604651163,NOUN
reduction,1.75,NOUN
volume,1.75,NOUN
wgiii,1.75,NOUN
steel,1.75,NOUN
largely,1.75,ADV
gtco2year,1.75,ADV
equity,1.75,NOUN
wealth,1.75,NOUN
current,1.7272727272727273,ADJ
report,1.7142857142857142,NOUN
pace,1.7142857142857142,NOUN
middle,1.7142857142857142,ADJ
transportation,1.7142857142857142,NOUN
long,1.7142857142857142,ADV
effect,1.7058823529411764,NOUN
food,1.6923076923076923,NOUN
range,1.6842105263157894,NOUN
electricity,1.6785714285714286,NOUN
decrease,1.6666666666666667,NOUN
domestic,1.6666666666666667,ADJ
solar,1.6666666666666667,ADJ
investment,1.6666666666666667,NOUN
institutional,1.6666666666666667,ADJ
land,1.6666666666666667,NOUN
ozone,1.6666666666666667,NOUN
society,1.6666666666666667,NOUN
briefly,1.6666666666666667,ADV
coverage,1.6666666666666667,NOUN
transparency,1.6666666666666667,NOUN
negligible,1.6666666666666667,ADJ
full,1.6666666666666667,ADJ
bias,1.6666666666666667,NOUN
reisinger,1.6666666666666667,NOUN
application,1.6666666666666667,NOUN
address,1.6666666666666667,NOUN
significantly,1.6666666666666667,ADV
sensitive,1.6666666666666667,ADJ
lazarus,1.6666666666666667,NOUN
situation,1.6666666666666667,NOUN
degree,1.6666666666666667,NOUN
outsourcing,1.6666666666666667,NOUN
premature,1.6666666666666667,ADJ
steady,1.6666666666666667,ADJ
clark,1.6666666666666667,NOUN
diverse,1.6666666666666667,ADJ
granular,1.6666666666666667,ADJ
black,1.6666666666666667,ADJ
access,1.6666666666666667,NOUN
lifestyle,1.6666666666666667,NOUN
status,1.6666666666666667,NOUN
outlying,1.6666666666666667,ADJ
location,1.6666666666666667,NOUN
cultural,1.6666666666666667,ADJ
riahi,1.6666666666666667,NOUN
oil,1.6666666666666667,NOUN
commercial,1.6666666666666667,ADJ
guivarch,1.6666666666666667,NOUN
iams,1.6666666666666667,PROPN
gasoline,1.6666666666666667,NOUN
optimisation,1.6666666666666667,NOUN
database,1.6666666666666667,NOUN
apparent,1.6666666666666667,ADJ
export,1.6666666666666667,NOUN
investigation,1.6666666666666667,NOUN
cost,1.6428571428571428,NOUN
innovation,1.625,NOUN
present,1.625,ADJ
information,1.625,NOUN
increase,1.6071428571428572,NOUN
group,1.6,NOUN
size,1.6,NOUN
probability,1.6,NOUN
adoption,1.6,NOUN
poor,1.6,ADJ
detail,1.6,NOUN
edgar,1.6,NOUN
wgi,1.6,NOUN
role,1.6,NOUN
factor,1.6,NOUN
amount,1.6,NOUN
urbanisation,1.6,NOUN
deforestation,1.6,NOUN
decade,1.5909090909090908,NOUN
contribution,1.588235294117647,NOUN
due,1.5862068965517242,ADJ
gas,1.5769230769230769,NOUN
america,1.5714285714285714,NOUN
year,1.5714285714285714,NOUN
performance,1.5714285714285714,NOUN
discussion,1.5714285714285714,NOUN
blue,1.5714285714285714,ADJ
gtp,1.5714285714285714,NOUN
aviation,1.5714285714285714,NOUN
proportion,1.5714285714285714,NOUN
point,1.5555555555555556,NOUN
gwp,1.5555555555555556,NOUN
wind,1.5454545454545454,NOUN
asia,1.5172413793103448,NOUN
literature,1.5151515151515151,NOUN
maria,1.5,NOUN
gwp-100,1.5,NOUN
line,1.5,NOUN
caribbean,1.5,ADJ
historically,1.5,ADV
annually,1.5,ADV
weight,1.5,NOUN
equipment,1.5,NOUN
redistribution,1.5,NOUN
environment,1.5,NOUN
scope,1.5,NOUN
top,1.5,ADJ
crf,1.5,NOUN
definition,1.5,NOUN
nghgi,1.5,NOUN
publicly,1.5,ADV
context,1.5,NOUN
distribution,1.5,NOUN
faostat,1.5,NOUN
olivier,1.5,NOUN
edgarv6,1.5,NOUN
orange,1.5,ADJ
evaluation,1.5,NOUN
conversely,1.5,ADV
stable,1.5,ADJ
53±5,1.5,PROPN
subsequently,1.5,ADV
affected,1.5,ADJ
so2,1.5,NOUN
nox,1.5,NOUN
reallocation,1.5,NOUN
place,1.5,NOUN
approach,1.5,NOUN
internationally,1.5,ADV
rsd,1.5,NOUN
owen,1.5,NOUN
sufficient,1.5,ADJ
eei,1.5,NOUN
uneven,1.5,ADJ
equation,1.5,NOUN
worldwide,1.5,ADV
cement,1.5,NOUN
southern,1.5,ADJ
demographic,1.5,ADJ
traditional,1.5,ADJ
continuously,1.5,ADV
education,1.5,NOUN
urbanised,1.5,ADJ
general,1.5,ADJ
emphasis,1.5,NOUN
manifold,1.5,ADJ
age,1.5,NOUN
cohort,1.5,NOUN
advanced,1.5,ADJ
comfort,1.5,NOUN
basic,1.5,ADJ
luxury,1.5,NOUN
hard,1.5,ADJ
difficult,1.5,ADJ
mattioli,1.5,NOUN
saheb,1.5,NOUN
employment,1.5,NOUN
strand,1.5,NOUN
construction,1.5,NOUN
decarbonise,1.5,NOUN
etss,1.5,NOUN
distance,1.5,NOUN
bike,1.5,NOUN
odss,1.5,NOUN
typically,1.5,ADV
technical,1.5,ADJ
corrigenda,1.5,NOUN
xianchun,1.5,PROPN
number,1.4666666666666666,NOUN
panel,1.4642857142857142,NOUN
ch4,1.4615384615384615,NOUN
africa,1.4545454545454546,NOUN
importance,1.4545454545454546,NOUN
methane,1.4545454545454546,NOUN
extent,1.4545454545454546,NOUN
relationship,1.4444444444444444,NOUN
economy,1.4444444444444444,NOUN
globally,1.4285714285714286,ADV
difference,1.4285714285714286,NOUN
analysis,1.4210526315789473,NOUN
part,1.4166666666666667,NOUN
end,1.4,NOUN
nature,1.4,NOUN
broadly,1.4,ADV
structural,1.4,ADJ
variety,1.4,NOUN
decline,1.4,NOUN
biomass,1.4,NOUN
health,1.4,NOUN
gtco2,1.3611111111111112,NOUN
europe,1.3571428571428572,NOUN
ffi,1.3333333333333333,PROPN
cooperation,1.3333333333333333,NOUN
ccs,1.3333333333333333,NOUN
experience,1.3333333333333333,NOUN
cancellation,1.3333333333333333,NOUN
ar6,1.3333333333333333,NOUN
consistent,1.3333333333333333,ADJ
variation,1.3333333333333333,NOUN
wmo,1.3333333333333333,PROPN
abatement,1.3333333333333333,NOUN
ambiguity,1.3333333333333333,NOUN
rogelj,1.3333333333333333,NOUN
widely,1.3333333333333333,ADV
capital,1.3333333333333333,NOUN
complicated,1.3333333333333333,ADJ
insufficient,1.3333333333333333,ADJ
regulation,1.3333333333333333,NOUN
unclear,1.3333333333333333,ADJ
seto,1.3333333333333333,NOUN
baiocchi,1.3333333333333333,NOUN
array,1.3333333333333333,NOUN
core,1.3333333333333333,NOUN
case,1.3333333333333333,NOUN
necessity,1.3333333333333333,NOUN
source,1.3181818181818181,NOUN
gwp100,1.3125,PROPN
unit,1.2941176470588236,NOUN
dependent,1.2857142857142858,ADJ
gdp,1.2765957446808511,NOUN
composition,1.25,NOUN
feasibility,1.25,NOUN
political,1.25,ADJ
dominant,1.25,ADJ
uncertain,1.25,ADJ
likelihood,1.25,NOUN
rigby,1.25,PROPN
absence,1.25,NOUN
shan,1.25,PROPN
type,1.25,NOUN
affluence,1.25,NOUN
pachauri,1.25,NOUN
order,1.2222222222222223,NOUN
crucial,1.2222222222222223,ADJ
ritchie,1.2222222222222223,NOUN
speed,1.2,NOUN
quickly,1.2,ADV
atmosphere,1.2,NOUN
chapter,1.2,NOUN
cfcs,1.2,PROPN
2019b,1.2,NOUN
heating,1.2,NOUN
study,1.2,NOUN
industry,1.1875,NOUN
n2o,1.1875,NOUN
forestry,1.1818181818181819,NOUN
ar5,1.175,NOUN
influence,1.1666666666666667,NOUN
minx,1.1666666666666667,NOUN
saunois,1.1666666666666667,NOUN
lifetime,1.1666666666666667,NOUN
lenzen,1.1666666666666667,NOUN
feng,1.1666666666666667,NOUN
process,1.1428571428571428,NOUN
wiedenhofer,1.1428571428571428,NOUN
section,1.135135135135135,NOUN
france,1.125,NOUN
tian,1.125,PROPN
norway,1.1111111111111112,NOUN
luderer,1.1111111111111112,NOUN
impact,1.1,NOUN
hfcs,1.0909090909090908,NOUN
china,1.0769230769230769,NOUN
gtco2eq,1.0677966101694916,NOUN
figure,1.05,NOUN
crippa,1.05,NOUN
table,1.03125,NOUN
1990–1999,1.0,PROPN
cuba,1.0,NOUN
exhausted,1.0,ADJ
germany,1.0,NOUN
ferenc,1.0,PROPN
toth,1.0,PROPN
egypt,1.0,NOUN
inge,1.0,NOUN
jonckheere,1.0,NOUN
belgium,1.0,NOUN
republic,1.0,NOUN
korea,1.0,NOUN
gregory,1.0,PROPN
india,1.0,NOUN
australia,1.0,NOUN
robbie,1.0,NOUN
andrew,1.0,PROPN
zimbabwe,1.0,NOUN
zealand,1.0,NOUN
italy,1.0,NOUN
steven,1.0,NOUN
davis,1.0,PROPN
forster,1.0,PROPN
spain,1.0,NOUN
brazil,1.0,NOUN
william,1.0,NOUN
lamb,1.0,NOUN
morocco,1.0,NOUN
glen,1.0,PROPN
austria,1.0,PROPN
smith,1.0,NOUN
canada,1.0,NOUN
david,1.0,PROPN
stern,1.0,ADJ
date,1.0,NOUN
draft,1.0,NOUN
2introduction,1.0,PROPN
variability,1.0,NOUN
clarification,1.0,NOUN
comparison,1.0,NOUN
record,1.0,NOUN
varied,1.0,ADJ
45±5,1.0,NOUN
pfcs,1.0,NOUN
sf6,1.0,NOUN
magnitude,1.0,NOUN
detection,1.0,NOUN
commonly,1.0,ADV
unfccc,1.0,NOUN
half,1.0,NOUN
percent,1.0,NOUN
finance,1.0,NOUN
contrast,1.0,NOUN
central,1.0,ADJ
willingness,1.0,NOUN
rich,1.0,ADJ
importantly,1.0,ADV
methodology,1.0,NOUN
agriculture,1.0,NOUN
2021a,1.0,NOUN
jackson,1.0,NOUN
friedlingstein,1.0,NOUN
unsurprisingly,1.0,ADV
blanco,1.0,NOUN
rest,1.0,NOUN
near-,1.0,ADV
finally,1.0,ADV
completely,1.0,ADV
logic,1.0,NOUN
addition,1.0,NOUN
spectrum,1.0,NOUN
property,1.0,NOUN
h2o,1.0,PROPN
devoted,1.0,ADJ
naik,1.0,NOUN
primap,1.0,NOUN
gütschow,1.0,NOUN
cait,1.0,NOUN
wri,1.0,NOUN
hoesly,1.0,ADV
sm2,1.0,NOUN
houghton,1.0,PROPN
hansis,1.0,NOUN
gasser,1.0,NOUN
approximation,1.0,NOUN
similarly,1.0,ADV
consistency,1.0,NOUN
canadell,1.0,ADV
indistinguishable,1.0,ADJ
choice,1.0,NOUN
kolstad,1.0,NOUN
length,1.0,NOUN
subject,1.0,ADJ
marland,1.0,NOUN
incomplete,1.0,ADJ
macknick,1.0,ADV
ciais,1.0,PROPN
instance,1.0,NOUN
robert,1.0,PROPN
monni,1.0,NOUN
interdependency,1.0,NOUN
capable,1.0,ADJ
propagation,1.0,NOUN
covariance,1.0,NOUN
dependence,1.0,NOUN
sollazo,1.0,NOUN
ensemble,1.0,NOUN
justified,1.0,ADJ
engel,1.0,NOUN
o’rourke,1.0,NOUN
gilfillan,1.0,NOUN
eia,1.0,NOUN
iea,1.0,NOUN
prosperi,1.0,NOUN
epa-2019,1.0,NOUN
fig,1.0,NOUN
c5f12,1.0,PROPN
c6f14,1.0,PROPN
c7f16,1.0,PROPN
-12,1.0,NOUN
slcfs,1.0,NOUN
specifically,1.0,ADV
additionally,1.0,ADV
nonetheless,1.0,ADV
fundamentally,1.0,ADV
cain,1.0,NOUN
offer,1.0,NOUN
consideration,1.0,NOUN
glossary,1.0,NOUN
default,1.0,NOUN
plattner,1.0,NOUN
mallapragada,1.0,NOUN
sarofim,1.0,NOUN
johansson,1.0,NOUN
aaheim,1.0,NOUN
mideksa,1.0,NOUN
gtp100,1.0,PROPN
mignone,1.0,NOUN
strefler,1.0,NOUN
tanaka,1.0,NOUN
close,1.0,ADV
theory,1.0,NOUN
ability,1.0,NOUN
flexibility,1.0,NOUN
light,1.0,ADJ
effectiveness,1.0,NOUN
sensitivity,1.0,NOUN
levasseur,1.0,NOUN
suited,1.0,ADJ
allen,1.0,PROPN
denison,1.0,NOUN
cgtp,1.0,NOUN
lynch,1.0,NOUN
principle,1.0,NOUN
schleussner,1.0,NOUN
slowly,1.0,ADV
o’neill,1.0,NOUN
alignment,1.0,NOUN
continuity,1.0,NOUN
translation,1.0,NOUN
unep,1.0,NOUN
2020a,1.0,NOUN
38±4,1.0,NOUN
81±0,1.0,NOUN
49±4,1.0,NOUN
biogenic,1.0,ADJ
exception,1.0,NOUN
bioenergy,1.0,NOUN
liu,1.0,PROPN
bertram,1.0,NOUN
event,1.0,NOUN
mtco2,1.0,NOUN
day,1.0,NOUN
11±0,1.0,NOUN
36±2,1.0,NOUN
ndcs,1.0,ADV
hausfather,1.0,NOUN
roelfsema,1.0,NOUN
biased,1.0,ADJ
dowlatabadi,1.0,NOUN
creutzig,1.0,NOUN
wilson,1.0,NOUN
shiraki,1.0,ADV
sugiyama,1.0,NOUN
nmvoc,1.0,NOUN
rauner,1.0,NOUN
vandyck,1.0,NOUN
detrimental,1.0,ADJ
vohra,1.0,NOUN
rao,1.0,NOUN
mcdonald,1.0,NOUN
2020c,1.0,NOUN
indonesia,1.0,NOUN
vietnam,1.0,NOUN
iran,1.0,NOUN
turkey,1.0,NOUN
pakistan,1.0,NOUN
double,1.0,ADJ
rocha,1.0,NOUN
burck,1.0,NOUN
eskander,1.0,NOUN
fankhauser,1.0,NOUN
höhne,1.0,NOUN
kriegler,1.0,NOUN
lack,1.0,NOUN
subsector,1.0,NOUN
2014a,1.0,NOUN
ultimately,1.0,ADV
karstensen,1.0,NOUN
caldeira,1.0,ADV
issue,1.0,NOUN
indicator,1.0,NOUN
botzen,1.0,NOUN
steininger,1.0,NOUN
schinko,1.0,NOUN
fraction,1.0,NOUN
erickson,1.0,PROPN
liang,1.0,PROPN
nationally,1.0,ADV
synopsis,1.0,NOUN
wang,1.0,PROPN
zhou,1.0,NOUN
bolea,1.0,NOUN
fact,1.0,NOUN
dietzenbacher,1.0,NOUN
jakob,1.0,PROPN
yang,1.0,PROPN
fan,1.0,NOUN
khajehpour,1.0,NOUN
normative,1.0,ADJ
wood,1.0,NOUN
aguiar,1.0,NOUN
gtap,1.0,NOUN
agecon,1.0,NOUN
guilhoto,1.0,NOUN
timmer,1.0,PROPN
org,1.0,NOUN
singapore,1.0,NOUN
luxembourg,1.0,NOUN
normalisation,1.0,NOUN
1%-4,1.0,NOUN
3%/year,1.0,PROPN
controversial,1.0,ADJ
ward,1.0,NOUN
hickel,1.0,NOUN
feasible,1.0,ADJ
zhao,1.0,NOUN
roinioti,1.0,NOUN
vadén,1.0,NOUN
venezuela,1.0,NOUN
japan,1.0,NOUN
ang,1.0,NOUN
temporary,1.0,ADJ
nepal,1.0,NOUN
experienced,1.0,ADJ
rockström,1.0,NOUN
eee,1.0,NOUN
jiang,1.0,PROPN
tate,1.0,NOUN
mukherjee,1.0,NOUN
hoekstra,1.0,PROPN
lan,1.0,NOUN
banerjee,1.0,NOUN
murshed,1.0,ADJ
guan,1.0,NOUN
zhang,1.0,PROPN
unctad,1.0,NOUN
russia,1.0,NOUN
machinery,1.0,NOUN
reflection,1.0,NOUN
phase,1.0,NOUN
globalisation,1.0,NOUN
meng,1.0,PROPN
liddle,1.0,ADJ
sanchez,1.0,NOUN
chang,1.0,PROPN
dong,1.0,NOUN
liobikiene,1.0,NOUN
butkus,1.0,NOUN
mardani,1.0,NOUN
pan,1.0,NOUN
parker,1.0,NOUN
bhatti,1.0,NOUN
xia,1.0,PROPN
tandem,1.0,NOUN
yao,1.0,NOUN
mohmmed,1.0,ADJ
azhgaliyeva,1.0,ADV
huntington,1.0,NOUN
schwerin,1.0,NOUN
brockway,1.0,NOUN
noticeable,1.0,ADJ
eurasia,1.0,NOUN
tavakoli,1.0,NOUN
consistently,1.0,ADV
zheng,1.0,PROPN
marin,1.0,NOUN
mazzanti,1.0,NOUN
jiborn,1.0,ADJ
geographically,1.0,ADV
khanna,1.0,NOUN
caption,1.0,NOUN
mohlin,1.0,NOUN
continent,1.0,NOUN
risk,1.0,NOUN
shearer,1.0,NOUN
slowdown,1.0,NOUN
edenhofer,1.0,NOUN
indirectly,1.0,ADV
aluminium,1.0,NOUN
paper,1.0,NOUN
krausmann,1.0,NOUN
concrete,1.0,ADJ
cao,1.0,PROPN
pauliuk,1.0,NOUN
plank,1.0,NOUN
recently,1.0,ADV
unexploited,1.0,ADJ
zink,1.0,NOUN
geyer,1.0,NOUN
processing,1.0,NOUN
hertwich,1.0,NOUN
metal,1.0,NOUN
schulze,1.0,NOUN
hernandez,1.0,PROPN
majority,1.0,NOUN
retail,1.0,ADJ
office,1.0,NOUN
daioglou,1.0,ADV
deetman,1.0,NOUN
fertility,1.0,NOUN
autonomy,1.0,NOUN
huebner,1.0,NOUN
shipworth,1.0,NOUN
cool,1.0,ADJ
nie,1.0,NOUN
kemp,1.0,NOUN
nejat,1.0,ADV
corrado,1.0,PROPN
ballarini,1.0,NOUN
command,1.0,NOUN
nation,1.0,NOUN
kerimray,1.0,ADJ
thoday,1.0,NOUN
gucwa,1.0,NOUN
grübler,1.0,NOUN
mckinnon,1.0,NOUN
itf,1.0,NOUN
slocat,1.0,NOUN
emergence,1.0,NOUN
dargay,1.0,NOUN
nielsen,1.0,NOUN
globe,1.0,NOUN
proliferation,1.0,NOUN
delivery,1.0,NOUN
lee,1.0,PROPN
hong,1.0,NOUN
usa,1.0,NOUN
meyfroidt,1.0,ADJ
meat,1.0,NOUN
tilman,1.0,NOUN
pradhan,1.0,NOUN
kastner,1.0,PROPN
heller,1.0,NOUN
keoleian,1.0,NOUN
westernisation,1.0,NOUN
mexico,1.0,NOUN
porter,1.0,NOUN
reay,1.0,ADJ
concern,1.0,NOUN
chancel,1.0,ADJ
hailemariam,1.0,NOUN
oswald,1.0,NOUN
min,1.0,NOUN
jorgenson,1.0,NOUN
grunewald,1.0,NOUN
baumgärtner,1.0,NOUN
knight,1.0,NOUN
inflation,1.0,NOUN
baloch,1.0,ADJ
chakravarty,1.0,NOUN
tavoni,1.0,NOUN
malerba,1.0,NOUN
singh,1.0,NOUN
baltruszewicz,1.0,NOUN
pascale,1.0,NOUN
hdi,1.0,NOUN
score,1.0,NOUN
semieniuk,1.0,NOUN
yakovenko,1.0,ADJ
huang,1.0,PROPN
hand,1.0,NOUN
lung,1.0,NOUN
pincetl,1.0,NOUN
muñoz,1.0,PROPN
elmqvist,1.0,NOUN
migration,1.0,NOUN
müller,1.0,NOUN
sarkodie,1.0,NOUN
influential,1.0,ADJ
lin,1.0,PROPN
complete,1.0,ADJ
sivaram,1.0,NOUN
barido,1.0,NOUN
evolution,1.0,NOUN
lima,1.0,NOUN
knapp,1.0,NOUN
cui,1.0,NOUN
exnovation,1.0,NOUN
davidson,1.0,NOUN
rinscheid,1.0,NOUN
adenle,1.0,NOUN
sanni,1.0,NOUN
alkemade,1.0,NOUN
inconsistent,1.0,ADJ
taylor,1.0,NOUN
koch,1.0,NOUN
credibility,1.0,NOUN
durability,1.0,NOUN
helm,1.0,NOUN
possibility,1.0,NOUN
discourse,1.0,NOUN
bazilian,1.0,ADJ
sovacool,1.0,NOUN
bond,1.0,NOUN
fridstrøm,1.0,NOUN
electrification,1.0,NOUN
kuwait,1.0,NOUN
denmark,1.0,NOUN
uruguay,1.0,NOUN
ontario,1.0,NOUN
qvist,1.0,NOUN
brook,1.0,NOUN
grubler,1.0,NOUN
critical,1.0,ADJ
kramer,1.0,NOUN
haigh,1.0,NOUN
kern,1.0,NOUN
rogge,1.0,NOUN
burke,1.0,NOUN
breetz,1.0,ADJ
pye,1.0,NOUN
dütschke,1.0,NOUN
buchholz,1.0,ADV
conception,1.0,NOUN
leadership,1.0,NOUN
köhler,1.0,NOUN
hale,1.0,NOUN
farmer,1.0,NOUN
interdependence,1.0,NOUN
cherp,1.0,NOUN
overland,1.0,NOUN
rissman,1.0,NOUN
davidsson,1.0,NOUN
notable,1.0,ADJ
impressive,1.0,ADJ
satellite,1.0,NOUN
maycock,1.0,NOUN
wakefield,1.0,NOUN
irena,1.0,PROPN
bolinger,1.0,NOUN
nykvist,1.0,NOUN
nilsson,1.0,NOUN
schmidt,1.0,NOUN
csp,1.0,NOUN
10th,1.0,ADJ
thomassen,1.0,NOUN
powerful,1.0,ADJ
dahlgren,1.0,PROPN
risky,1.0,ADJ
malhotra,1.0,NOUN
sequestration,1.0,NOUN
beccs,1.0,NOUN
site,1.0,NOUN
complexity,1.0,NOUN
paramount,1.0,NOUN
granularity,1.0,NOUN
careful,1.0,ADJ
rare,1.0,ADJ
advantage,1.0,NOUN
finger,1.0,NOUN
fall,1.0,NOUN
grubb,1.0,NOUN
clear,1.0,ADJ
reliable,1.0,ADJ
bruckner,1.0,NOUN
pizer,1.0,NOUN
zhong,1.0,PROPN
housing,1.0,NOUN
druckman,1.0,NOUN
jansen,1.0,NOUN
geography,1.0,NOUN
jones,1.0,NOUN
gough,1.0,PROPN
accommodation,1.0,NOUN
utility,1.0,NOUN
shigetomi,1.0,NOUN
recreation,1.0,NOUN
irfany,1.0,ADJ
klasen,1.0,NOUN
serino,1.0,NOUN
evident,1.0,ADJ
city,1.0,NOUN
consequence,1.0,NOUN
sex,1.0,NOUN
money,1.0,NOUN
greece,1.0,NOUN
räty,1.0,NOUN
usd23,1.0,PROPN
responsible,1.0,ADJ
usd2,1.0,PROPN
piketty,1.0,NOUN
entertainment,1.0,NOUN
elderly,1.0,ADJ
menz,1.0,NOUN
nassen,1.0,NOUN
estiri,1.0,NOUN
wei,1.0,PROPN
han,1.0,NOUN
meier,1.0,NOUN
rehdanz,1.0,NOUN
maraseni,1.0,NOUN
underwood,1.0,NOUN
meangbua,1.0,NOUN
locational,1.0,ADJ
centrality,1.0,NOUN
proximity,1.0,NOUN
suburban,1.0,ADJ
biogas,1.0,NOUN
geothermal,1.0,ADJ
schnepf,1.0,NOUN
fitzgerald,1.0,NOUN
melo,1.0,NOUN
shao,1.0,NOUN
shen,1.0,PROPN
horne,1.0,ADJ
kennedy,1.0,PROPN
palm,1.0,NOUN
consumerism,1.0,NOUN
individualization,1.0,NOUN
kuhnimhof,1.0,NOUN
greenblatt,1.0,PROPN
shaheen,1.0,NOUN
yanocha,1.0,NOUN
merlin,1.0,NOUN
steg,1.0,NOUN
lutz,1.0,NOUN
productive,1.0,ADJ
duarte,1.0,NOUN
fulfilment,1.0,NOUN
baudrillard,1.0,NOUN
convenience,1.0,NOUN
hygiene,1.0,NOUN
nutrition,1.0,NOUN
wilk,1.0,NOUN
schor,1.0,NOUN
roof,1.0,NOUN
visible,1.0,ADJ
notion,1.0,NOUN
hamilton,1.0,NOUN
formation,1.0,NOUN
advertisement,1.0,NOUN
microwave,1.0,NOUN
morin,1.0,PROPN
dishwasher,1.0,NOUN
