,Info_By_EuropePMC_Api
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-05-30
firstIndexDate,2024-05-31
fullTextReceivedDate,2024-06-03
dateOfRevision,2024-06-03
electronicPublicationDate,2024-05-30
firstPublicationDate,2024-05-30
