,Info_By_EuropePMC_Api
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1371/journal.pone.0304835')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11178169')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11178169?pdf=render')])])])"
commentCorrectionList,"OrderedDict([('commentCorrection', OrderedDict([('id', 'PPR710513'), ('source', 'PPR'), ('type', 'Preprint in'), ('note', 'CrossRef Pre-print loader'), ('orderIn', '10002')]))])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,Y
tmAccessionTypeList,"OrderedDict([('accessionType', 'doi')])"
dateOfCompletion,2024-06-14
dateOfCreation,2024-06-14
firstIndexDate,2024-06-14
fullTextReceivedDate,2024-06-18
dateOfRevision,2024-06-18
electronicPublicationDate,2024-06-14
firstPublicationDate,2024-06-14
