,Info_By_EuropePMC_Api
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Face'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'DG'), ('qualifierName', 'diagnostic imaging'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Imaging, Three-Dimensional'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Cephalometry'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Reproducibility of Results')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Anatomic Landmarks')])])])"
keywordList,"OrderedDict([('keyword', ['Cephalometry', 'Landmarks', '3D Photogrammetry', 'Deep Learning', '3D Meshes', 'Diffusionnet'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-56956-9')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10948387')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10948387?pdf=render')])])])"
commentCorrectionList,"OrderedDict([('commentCorrection', OrderedDict([('id', 'PPR768539'), ('source', 'PPR'), ('type', 'Preprint in'), ('note', 'CrossRef Pre-print loader'), ('orderIn', '10002')]))])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-03-20
dateOfCreation,2024-03-19
firstIndexDate,2024-03-20
fullTextReceivedDate,2024-03-23
dateOfRevision,2024-03-21
electronicPublicationDate,2024-03-18
firstPublicationDate,2024-03-18
