,Info_By_EuropePMC_Api
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Aortic Aneurysm, Abdominal'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'DG'), ('qualifierName', 'diagnostic imaging'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Thrombosis')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Calcinosis')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Tomography, X-Ray Computed')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Blood Vessel Prosthesis Implantation')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Problem-Based Learning')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Semantics')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Image Processing, Computer-Assisted')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Endovascular Procedures')])])])"
keywordList,"OrderedDict([('keyword', ['computer-aided design', 'Abdominal aortic aneurysm', 'Active Learning', 'Deep Learning', 'Application Programming Interface', 'Endovascular Abdominal Repair Stent Graft'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-59735-8.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-59735-8')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11026521')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11026521?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-04-22
dateOfCreation,2024-04-18
firstIndexDate,2024-04-19
fullTextReceivedDate,2024-04-22
dateOfRevision,2024-04-26
electronicPublicationDate,2024-04-18
firstPublicationDate,2024-04-18
