,Info_By_EuropePMC_Api
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,Y
tmAccessionTypeList,"OrderedDict([('accessionType', 'uniprot')])"
dateOfCreation,2024-04-04
firstIndexDate,2024-04-04
fullTextReceivedDate,2024-04-09
dateOfRevision,2024-04-05
electronicPublicationDate,2024-03-20
firstPublicationDate,2024-03-20
