,Info_By_EuropePMC_Api
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Diabetes, Gestational'), ('meshQualifierList', OrderedDict([('meshQualifier', [OrderedDict([('abbreviation', 'PX'), ('qualifierName', 'psychology'), ('majorTopic_YN', 'N')]), OrderedDict([('abbreviation', 'TH'), ('qualifierName', 'therapy'), ('majorTopic_YN', 'N')])])]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Cross-Sectional Studies')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Motivation')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Pregnancy')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Social Support')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Adult')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Self-Help Groups')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Female')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Social Media')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Surveys and Questionnaires')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Self-Management')])])])"
keywordList,"OrderedDict([('keyword', ['Survey', 'Internet', 'Gestational Diabetes Mellitus', 'Social Networking', 'Peer Group', 'Self‐help Groups'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1111/hex.14082')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11116941')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11116941?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,1
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-05-24
dateOfCreation,2024-05-24
firstIndexDate,2024-05-24
fullTextReceivedDate,2024-05-27
dateOfRevision,2024-05-26
firstPublicationDate,2024-06-01
