,Info_By_EuropePMC_Api
pubTypeList,"OrderedDict([('pubType', [""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', '2022B1212010011'), ('agency', 'Guangdong Provincial Key Laboratory of Artificial Intelligence in Medical Image Analysis and Application'), ('orderIn', '0')]), OrderedDict([('grantId', '61972107'), ('agency', 'National Natural Science Foundation of China'), ('orderIn', '0')])])])"
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Liver'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'DG'), ('qualifierName', 'diagnostic imaging'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Spleen'), ('meshQualifierList', OrderedDict([('meshQualifier', [OrderedDict([('abbreviation', 'DG'), ('qualifierName', 'diagnostic imaging'), ('majorTopic_YN', 'N')]), OrderedDict([('abbreviation', 'AH'), ('qualifierName', 'anatomy & histology'), ('majorTopic_YN', 'N')])])]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Tomography, X-Ray Computed'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Imaging, Three-Dimensional'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Algorithms')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Image Processing, Computer-Assisted'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'MT'), ('qualifierName', 'methods'), ('majorTopic_YN', 'N')]))]))]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Deep Learning')])])])"
keywordList,"OrderedDict([('keyword', ['Deep Learning', 'Region-growing', '3D Ct Image', 'Multi-organ Segmentation', 'Proxy-bridging'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-60668-5')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11059262')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11059262?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-04-30
dateOfCreation,2024-04-29
firstIndexDate,2024-04-30
fullTextReceivedDate,2024-05-04
dateOfRevision,2024-05-02
electronicPublicationDate,2024-04-29
firstPublicationDate,2024-04-29
