,Info_By_EuropePMC_Api
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-01-05
dateOfCreation,2024-01-03
firstIndexDate,2024-01-05
fullTextReceivedDate,2024-01-05
dateOfRevision,2024-01-06
electronicPublicationDate,2024-01-02
firstPublicationDate,2024-01-02
